Altitude,Speed,Radar_Cross_Section,Acoustic_Signature,Thermal_Signature,RF_Signal_Strength,Target_Type
356.67,28.74,1.71,102.07,85.88,72.28,Drone Swarm
73.75,41.83,3.7,93.76,96.15,98.63,Drone Swarm
436.01,38.3,5.92,106.89,80.65,98.35,Drone Swarm
565.79,17.98,0.19,67.38,52.46,43.55,Single Drone
243.36,12.24,0.2,53.09,50.42,39.93,Single Drone
72.87,13.35,0.03,14.05,40.13,0.0,Bird
839.76,33.77,5.41,88.32,98.05,96.07,Drone Swarm
810.13,20.61,0.29,68.87,58.67,40.2,Single Drone
232.7,25.34,0.28,54.82,59.38,34.43,Single Drone
103.4,16.08,0.45,47.57,59.12,48.18,Single Drone
556.38,32.9,5.88,77.56,84.99,70.22,Drone Swarm
198.66,18.35,0.04,26.06,39.42,0.0,Bird
164.01,22.96,0.03,17.71,41.48,0.0,Bird
70.81,18.28,0.04,24.96,41.95,0.0,Bird
149.66,18.13,0.02,10.67,41.39,0.0,Bird
53.56,27.9,5.29,87.04,96.1,87.75,Drone Swarm
399.44,14.83,1.51,89.33,98.63,98.29,Drone Swarm
228.82,30.99,0.49,52.28,58.3,34.73,Single Drone
770.22,17.61,3.34,104.48,84.84,84.23,Drone Swarm
156.2,17.13,0.03,11.32,39.72,0.0,Bird
980.08,46.79,0.43,61.31,51.69,41.84,Single Drone
167.46,20.37,0.04,21.98,40.83,0.0,Bird
49.88,22.23,0.02,22.26,40.88,0.0,Bird
865.1,14.8,2.75,81.95,94.78,100.6,Drone Swarm
629.38,17.44,1.91,107.02,92.08,74.11,Drone Swarm
579.8,16.26,0.37,62.75,58.75,46.76,Single Drone
79.87,23.87,0.02,10.38,41.05,0.0,Bird
640.55,30.61,4.06,103.47,77.29,101.4,Drone Swarm
139.77,14.85,0.03,23.24,38.99,0.0,Bird
215.27,18.61,0.28,66.36,54.88,47.9,Single Drone
910.94,33.16,3.19,96.4,78.53,101.69,Drone Swarm
648.19,33.28,3.57,89.7,80.25,103.34,Drone Swarm
174.2,25.35,2.6,109.62,95.29,101.35,Drone Swarm
950.22,28.24,5.05,102.63,92.84,83.44,Drone Swarm
144.53,14.79,0.03,11.04,37.28,0.0,Bird
967.33,32.65,0.25,49.1,50.79,33.58,Single Drone
624.09,16.38,0.25,67.61,59.59,46.04,Single Drone
58.38,17.39,0.01,15.63,41.1,0.0,Bird
115.79,13.61,0.03,12.86,40.29,0.0,Bird
281.02,24.85,0.4,42.93,63.77,54.97,Single Drone
163.3,14.08,0.04,23.34,37.22,0.0,Bird
394.18,47.68,0.26,63.05,55.95,59.63,Single Drone
90.79,20.88,0.02,29.81,37.25,0.0,Bird
628.08,18.34,3.92,85.11,81.52,89.09,Drone Swarm
450.13,19.41,3.62,102.62,75.87,92.69,Drone Swarm
429.98,14.23,0.46,50.5,62.99,20.74,Single Drone
371.58,15.46,0.35,63.45,51.62,22.33,Single Drone
81.62,13.28,0.01,21.56,40.11,0.0,Bird
33.19,15.79,0.04,13.59,41.33,0.0,Bird
173.74,7.63,0.02,23.16,39.98,0.0,Bird
34.54,15.5,0.04,11.25,37.44,0.0,Bird
89.94,21.25,3.73,107.7,78.76,113.99,Drone Swarm
379.61,23.53,0.35,53.11,48.84,56.18,Single Drone
885.85,16.72,0.39,40.67,53.22,51.19,Single Drone
555.85,24.24,0.21,59.27,59.2,59.39,Single Drone
27.94,22.09,0.04,15.29,37.26,0.0,Bird
40.53,23.61,0.04,13.21,41.19,0.0,Bird
121.3,13.43,0.01,17.66,40.13,0.0,Bird
66.45,12.24,0.03,10.81,40.58,0.0,Bird
561.31,32.77,0.32,56.45,49.03,52.84,Single Drone
410.75,19.43,0.43,42.97,59.39,33.79,Single Drone
12.31,16.34,0.02,10.38,41.54,0.0,Bird
137.83,29.93,0.16,57.69,45.19,40.21,Single Drone
574.19,35.74,3.67,106.12,82.84,99.06,Drone Swarm
178.88,27.68,0.38,42.87,64.09,26.37,Single Drone
115.32,34.78,0.12,47.55,49.84,43.52,Single Drone
497.02,31.58,5.58,99.31,87.79,113.99,Drone Swarm
724.83,38.52,0.28,60.39,61.53,40.4,Single Drone
694.78,35.09,2.57,78.14,70.96,88.22,Drone Swarm
416.75,28.55,0.44,67.64,45.85,47.96,Single Drone
327.64,21.79,0.21,57.2,61.18,34.83,Single Drone
712.31,23.5,0.21,40.32,49.97,21.62,Single Drone
331.28,33.8,5.98,106.35,72.97,89.42,Drone Swarm
32.02,24.0,0.04,28.89,38.13,0.0,Bird
69.96,12.18,0.25,54.59,45.64,40.53,Single Drone
175.28,6.64,0.03,15.06,40.85,0.0,Bird
859.0,46.34,0.42,40.87,46.11,45.03,Single Drone
112.35,12.63,3.42,99.55,95.98,113.0,Drone Swarm
375.75,30.13,5.52,97.96,96.51,98.33,Drone Swarm
148.87,39.66,4.36,85.38,96.48,86.42,Drone Swarm
74.15,9.4,0.03,20.89,40.17,0.0,Bird
596.88,28.65,0.48,43.61,53.1,21.27,Single Drone
109.88,17.07,0.03,14.45,39.22,0.0,Bird
130.36,17.85,0.04,23.76,40.72,0.0,Bird
85.65,20.49,0.02,16.56,38.97,0.0,Bird
176.75,46.07,0.15,40.54,63.67,50.35,Single Drone
424.07,40.91,0.16,51.38,45.47,56.25,Single Drone
140.1,12.6,0.02,27.95,39.48,0.0,Bird
570.71,12.13,4.96,88.47,90.03,111.36,Drone Swarm
291.19,22.6,2.29,93.43,82.82,94.12,Drone Swarm
528.06,36.68,0.18,44.96,62.95,57.07,Single Drone
781.24,38.11,0.16,58.28,58.34,42.28,Single Drone
665.88,28.38,0.37,47.74,55.7,55.74,Single Drone
136.94,16.1,0.02,24.63,38.93,0.0,Bird
150.13,20.97,0.03,26.82,38.55,0.0,Bird
831.88,40.48,2.28,100.85,96.7,103.08,Drone Swarm
251.13,22.37,0.29,58.19,61.4,49.27,Single Drone
792.42,30.81,3.92,86.97,75.01,75.28,Drone Swarm
764.21,18.32,3.84,96.1,91.57,93.67,Drone Swarm
862.08,15.52,4.86,78.62,96.82,101.26,Drone Swarm
121.5,10.26,0.02,26.55,39.38,0.0,Bird
107.3,17.64,0.02,13.19,39.22,0.0,Bird
140.0,6.31,0.02,11.35,40.3,0.0,Bird
915.08,21.7,2.89,84.96,72.54,92.3,Drone Swarm
88.25,14.2,0.02,22.45,40.76,0.0,Bird
32.72,23.85,0.04,19.01,40.67,0.0,Bird
840.61,24.73,5.83,95.7,74.54,118.91,Drone Swarm
408.34,47.91,0.17,47.65,46.52,28.21,Single Drone
680.58,19.23,1.6,87.42,78.67,112.43,Drone Swarm
117.16,18.54,0.23,49.87,55.73,56.99,Single Drone
335.92,11.3,0.43,45.44,47.52,36.68,Single Drone
102.22,13.26,0.13,41.95,48.65,27.99,Single Drone
71.83,6.65,0.04,13.31,37.21,0.0,Bird
126.55,21.26,0.01,16.71,37.87,0.0,Bird
273.61,36.22,0.48,40.28,55.17,39.04,Single Drone
197.38,22.27,0.03,24.75,39.1,0.0,Bird
570.79,32.5,5.37,94.83,70.67,94.55,Drone Swarm
186.68,35.12,0.26,46.43,46.57,48.35,Single Drone
592.64,21.19,0.21,57.85,54.24,54.73,Single Drone
661.71,16.23,0.12,65.39,52.91,48.24,Single Drone
92.18,36.45,4.23,103.51,76.94,72.04,Drone Swarm
871.43,12.96,4.87,78.35,72.13,88.71,Drone Swarm
437.81,16.63,5.18,95.75,71.3,83.25,Drone Swarm
151.38,17.54,0.18,57.58,48.73,24.18,Single Drone
755.25,24.66,0.39,49.4,63.22,32.6,Single Drone
385.8,25.42,0.22,63.26,56.96,47.91,Single Drone
684.54,33.89,4.49,80.48,72.93,105.83,Drone Swarm
310.35,40.09,2.84,87.12,95.28,110.74,Drone Swarm
600.8,35.35,0.4,44.31,63.96,55.0,Single Drone
110.6,43.69,0.41,48.69,64.2,50.51,Single Drone
874.6,48.69,0.34,64.13,51.96,49.52,Single Drone
183.74,19.71,0.03,12.71,40.37,0.0,Bird
32.21,15.71,0.03,27.91,38.71,0.0,Bird
47.1,18.03,0.04,17.82,37.1,0.0,Bird
136.39,15.54,0.01,18.93,40.62,0.0,Bird
962.01,12.62,2.35,83.31,98.94,97.42,Drone Swarm
224.84,39.73,0.31,61.36,63.65,29.16,Single Drone
322.33,14.26,3.87,104.83,75.88,107.22,Drone Swarm
840.06,10.21,5.5,89.01,80.22,116.89,Drone Swarm
221.62,12.05,0.42,44.73,56.66,45.17,Single Drone
84.88,41.76,0.34,40.45,54.29,46.15,Single Drone
945.9,10.48,2.31,105.82,77.42,85.11,Drone Swarm
527.25,29.68,0.37,68.46,60.5,43.33,Single Drone
173.84,49.46,0.28,60.57,48.44,33.78,Single Drone
589.86,26.43,0.23,54.06,51.97,29.42,Single Drone
717.82,33.85,3.62,88.67,85.26,110.78,Drone Swarm
161.98,8.2,0.01,27.72,37.55,0.0,Bird
67.17,16.31,0.02,20.77,41.16,0.0,Bird
277.63,10.64,1.92,79.35,87.68,88.26,Drone Swarm
22.74,10.72,0.04,18.35,41.91,0.0,Bird
193.36,18.9,0.05,11.58,41.98,0.0,Bird
799.84,28.25,4.76,100.62,86.91,88.94,Drone Swarm
176.7,5.23,0.03,25.86,40.3,0.0,Bird
148.51,13.56,0.04,27.32,39.88,0.0,Bird
186.84,21.58,0.02,29.92,41.21,0.0,Bird
452.7,13.53,4.55,87.38,90.12,95.83,Drone Swarm
442.82,37.47,3.47,93.26,70.18,72.29,Drone Swarm
425.32,25.22,5.14,100.57,73.67,115.11,Drone Swarm
173.1,13.62,0.02,26.51,38.48,0.0,Bird
990.77,33.29,0.25,62.91,55.1,35.21,Single Drone
342.94,38.24,2.52,101.2,98.82,85.1,Drone Swarm
407.03,35.73,0.42,62.66,56.17,46.25,Single Drone
100.05,16.57,0.04,22.89,40.23,0.0,Bird
672.99,16.51,2.28,78.87,74.41,77.93,Drone Swarm
494.33,24.01,0.16,58.53,62.51,54.96,Single Drone
473.59,30.81,0.25,69.78,60.03,22.21,Single Drone
132.36,15.12,0.05,13.14,37.98,0.0,Bird
623.14,43.87,2.13,94.04,92.67,103.23,Drone Swarm
470.46,37.43,3.72,89.38,89.33,79.88,Drone Swarm
294.61,15.78,0.43,51.64,54.4,31.86,Single Drone
67.88,11.8,0.01,18.64,41.89,0.0,Bird
155.05,10.44,5.24,89.0,93.93,91.96,Drone Swarm
782.91,16.13,1.91,91.42,82.55,118.23,Drone Swarm
136.3,19.89,2.18,91.99,83.08,106.46,Drone Swarm
19.77,13.59,0.01,21.0,38.03,0.0,Bird
112.01,10.23,0.32,51.63,47.05,53.82,Single Drone
103.41,10.16,0.31,43.54,58.15,55.63,Single Drone
315.47,44.72,5.83,81.14,70.52,106.72,Drone Swarm
517.75,47.2,0.42,69.41,61.24,53.38,Single Drone
196.65,11.09,0.02,15.62,41.43,0.0,Bird
48.31,21.28,0.02,13.26,40.71,0.0,Bird
190.62,10.39,0.03,10.45,40.35,0.0,Bird
817.56,43.81,0.21,68.68,54.39,44.81,Single Drone
601.72,44.36,0.34,46.41,49.01,47.18,Single Drone
184.77,15.61,0.04,11.69,37.8,0.0,Bird
21.6,24.88,0.02,21.14,41.04,0.0,Bird
130.35,16.86,0.04,13.99,40.0,0.0,Bird
72.45,7.44,0.01,23.09,37.12,0.0,Bird
851.54,16.87,0.36,58.13,51.61,46.14,Single Drone
510.13,19.99,5.38,101.63,96.33,95.76,Drone Swarm
99.72,9.63,0.03,15.06,37.22,0.0,Bird
412.54,11.81,3.68,109.03,81.51,82.17,Drone Swarm
73.63,9.82,0.02,23.82,39.54,0.0,Bird
768.81,26.48,0.3,60.23,48.16,42.2,Single Drone
194.28,24.75,0.01,15.75,38.96,0.0,Bird
510.0,14.24,2.52,87.2,83.73,74.66,Drone Swarm
119.87,11.53,0.02,19.33,39.76,0.0,Bird
501.03,29.46,0.11,54.43,50.07,47.25,Single Drone
715.77,35.71,0.29,51.85,45.31,32.05,Single Drone
487.31,20.75,0.36,48.1,48.42,47.75,Single Drone
395.45,12.03,1.55,103.32,78.29,105.0,Drone Swarm
218.28,29.56,5.53,108.79,84.82,97.04,Drone Swarm
863.45,15.54,3.36,89.3,72.34,107.07,Drone Swarm
844.56,25.46,0.43,53.44,54.92,57.14,Single Drone
690.03,30.78,4.98,76.4,72.07,99.94,Drone Swarm
921.55,28.96,3.67,93.26,89.81,112.53,Drone Swarm
916.2,24.07,0.22,42.61,50.96,22.85,Single Drone
152.49,21.32,0.02,12.33,38.91,0.0,Bird
266.91,30.35,5.28,105.26,92.91,84.47,Drone Swarm
48.95,19.66,0.05,26.49,37.4,0.0,Bird
120.89,17.39,0.03,27.26,39.44,0.0,Bird
98.58,19.59,4.35,97.87,72.28,99.55,Drone Swarm
616.24,30.13,0.45,49.27,58.91,56.68,Single Drone
17.74,18.01,0.03,25.0,37.27,0.0,Bird
15.01,5.15,0.05,28.76,39.04,0.0,Bird
477.45,33.85,0.38,54.04,58.02,40.84,Single Drone
251.16,40.14,0.45,63.17,46.48,20.56,Single Drone
78.68,26.85,2.81,98.52,96.58,106.16,Drone Swarm
993.51,11.85,3.63,79.92,83.55,109.58,Drone Swarm
434.94,29.28,0.11,65.74,52.86,40.1,Single Drone
914.09,44.99,0.3,54.15,60.37,23.4,Single Drone
304.28,26.23,3.32,94.1,97.99,83.39,Drone Swarm
15.04,23.01,0.05,23.92,38.1,0.0,Bird
886.71,40.69,5.93,101.22,74.74,104.94,Drone Swarm
930.56,36.83,0.22,40.88,59.17,58.14,Single Drone
104.15,23.52,0.12,64.27,48.98,58.38,Single Drone
108.83,24.03,0.02,26.08,41.66,0.0,Bird
990.4,43.55,4.32,87.81,84.0,87.26,Drone Swarm
837.45,13.09,5.39,82.45,75.49,97.13,Drone Swarm
66.98,39.48,2.6,107.97,99.69,109.36,Drone Swarm
900.17,23.0,5.81,82.33,78.94,109.11,Drone Swarm
890.13,49.44,0.14,43.77,62.81,51.62,Single Drone
464.53,15.06,5.88,85.78,93.78,80.2,Drone Swarm
18.92,13.42,0.04,18.39,40.17,0.0,Bird
733.42,16.59,0.23,52.34,53.43,28.09,Single Drone
944.88,43.63,2.77,99.68,99.45,79.62,Drone Swarm
222.73,35.07,0.2,60.81,54.96,50.52,Single Drone
842.46,23.55,0.38,57.58,54.76,34.88,Single Drone
85.05,21.79,5.88,80.98,97.33,100.72,Drone Swarm
184.29,24.13,0.02,16.69,37.6,0.0,Bird
217.1,31.1,0.12,44.32,51.58,31.41,Single Drone
103.0,18.6,0.04,18.55,38.78,0.0,Bird
729.11,14.77,3.1,105.78,77.59,73.68,Drone Swarm
97.24,9.64,0.01,19.66,41.67,0.0,Bird
702.87,36.32,0.43,46.6,54.3,42.88,Single Drone
35.54,15.12,0.01,26.96,39.98,0.0,Bird
359.91,26.04,0.21,40.48,46.29,24.75,Single Drone
65.7,17.32,0.03,12.93,37.74,0.0,Bird
63.38,18.91,0.04,11.04,38.77,0.0,Bird
127.86,23.0,0.03,19.19,41.98,0.0,Bird
169.81,24.47,0.15,61.11,48.97,38.77,Single Drone
317.82,36.88,0.33,55.9,62.24,50.17,Single Drone
187.22,24.11,0.03,29.51,37.46,0.0,Bird
111.1,20.91,0.02,17.02,41.31,0.0,Bird
657.58,17.58,2.83,102.28,73.32,88.72,Drone Swarm
637.37,45.74,0.24,56.63,51.11,43.56,Single Drone
558.58,49.16,0.21,59.1,46.68,57.11,Single Drone
364.37,13.74,0.41,46.82,47.06,34.86,Single Drone
344.21,33.19,0.41,56.03,55.87,55.55,Single Drone
159.05,38.87,2.07,94.52,73.36,118.36,Drone Swarm
162.7,6.83,0.03,24.77,41.59,0.0,Bird
97.91,21.55,0.02,28.09,40.59,0.0,Bird
286.26,31.46,5.9,89.18,71.92,96.42,Drone Swarm
324.69,31.86,0.31,52.89,53.87,49.61,Single Drone
150.85,48.62,0.41,44.26,54.4,42.28,Single Drone
208.21,40.96,0.19,46.09,47.26,45.77,Single Drone
52.67,24.6,0.03,17.62,40.98,0.0,Bird
112.48,7.59,0.05,14.29,40.57,0.0,Bird
63.92,16.08,0.04,16.81,41.18,0.0,Bird
341.43,32.0,5.8,80.62,97.68,82.77,Drone Swarm
783.54,28.02,4.93,103.25,85.91,109.1,Drone Swarm
123.61,28.68,1.82,94.64,96.65,78.19,Drone Swarm
95.01,9.69,0.04,19.72,41.76,0.0,Bird
23.18,9.75,0.04,23.89,37.92,0.0,Bird
78.3,17.0,0.02,22.57,41.07,0.0,Bird
69.23,9.66,0.01,18.45,38.65,0.0,Bird
141.99,8.18,0.04,14.22,39.87,0.0,Bird
146.03,16.81,0.03,13.36,40.0,0.0,Bird
85.48,24.11,0.03,24.66,41.09,0.0,Bird
105.54,16.06,0.46,62.0,47.55,23.65,Single Drone
569.09,30.39,0.13,43.81,53.32,39.72,Single Drone
39.64,21.13,0.02,21.43,37.75,0.0,Bird
503.97,20.89,0.5,56.29,52.51,48.01,Single Drone
533.43,33.79,3.57,88.83,90.96,115.73,Drone Swarm
328.99,17.25,2.25,101.12,75.72,78.28,Drone Swarm
274.78,31.76,0.35,57.56,60.27,37.69,Single Drone
78.85,11.77,0.01,12.37,39.07,0.0,Bird
59.0,24.51,0.04,12.51,38.24,0.0,Bird
336.51,26.6,0.48,65.36,54.98,21.5,Single Drone
310.18,18.84,5.41,84.51,89.33,70.48,Drone Swarm
457.41,21.81,3.22,102.65,71.48,83.02,Drone Swarm
360.74,15.66,3.79,101.75,97.39,72.81,Drone Swarm
642.33,35.0,0.28,49.63,53.18,54.32,Single Drone
173.85,9.33,0.02,27.79,40.8,0.0,Bird
194.22,22.49,0.03,14.11,41.67,0.0,Bird
180.63,21.93,0.05,28.77,38.71,0.0,Bird
962.35,47.39,0.38,59.12,51.24,55.15,Single Drone
745.28,48.63,0.39,42.17,48.97,25.14,Single Drone
43.51,19.96,0.02,17.69,37.78,0.0,Bird
649.23,38.1,0.46,48.41,54.51,26.87,Single Drone
248.64,26.3,0.44,41.57,62.08,36.74,Single Drone
723.86,24.89,2.66,108.47,83.91,105.98,Drone Swarm
474.53,19.24,0.15,59.14,61.9,38.95,Single Drone
188.0,21.63,0.02,20.88,41.49,0.0,Bird
153.36,19.14,0.04,21.53,37.63,0.0,Bird
856.16,30.51,3.82,76.46,97.23,101.37,Drone Swarm
382.01,19.85,5.16,108.67,70.12,91.6,Drone Swarm
65.33,5.68,0.04,25.68,38.15,0.0,Bird
186.58,7.65,0.02,23.55,40.88,0.0,Bird
163.6,18.93,0.02,15.53,41.94,0.0,Bird
90.04,13.88,3.61,103.13,72.19,97.5,Drone Swarm
169.28,14.72,0.04,13.35,41.05,0.0,Bird
145.66,15.24,5.25,88.01,84.31,119.43,Drone Swarm
175.01,18.91,0.02,28.94,41.76,0.0,Bird
187.1,16.68,0.28,65.61,64.83,38.85,Single Drone
732.76,28.42,0.16,48.17,59.34,54.22,Single Drone
57.0,18.62,0.02,17.11,40.08,0.0,Bird
302.4,42.72,0.11,55.13,48.45,43.57,Single Drone
587.29,38.61,5.52,92.59,79.81,85.75,Drone Swarm
186.38,17.52,0.03,13.43,41.67,0.0,Bird
44.5,18.19,0.04,26.02,39.09,0.0,Bird
549.79,47.63,0.34,51.4,55.17,26.16,Single Drone
531.05,35.24,5.1,83.38,89.62,89.13,Drone Swarm
197.27,17.37,0.01,18.85,38.27,0.0,Bird
525.59,24.91,0.4,49.47,50.71,38.24,Single Drone
80.09,18.8,0.05,15.26,40.41,0.0,Bird
812.97,31.81,3.82,75.79,75.04,74.57,Drone Swarm
63.49,20.95,0.28,64.33,60.05,39.52,Single Drone
76.17,14.04,0.05,27.24,41.3,0.0,Bird
204.5,21.85,5.91,86.82,70.77,72.01,Drone Swarm
465.88,49.97,0.46,46.3,48.95,33.56,Single Drone
164.36,19.42,0.2,57.59,56.92,55.59,Single Drone
136.53,24.99,4.21,105.81,90.76,104.43,Drone Swarm
173.54,13.17,0.02,11.62,41.73,0.0,Bird
921.17,11.23,2.99,82.18,95.05,115.18,Drone Swarm
659.42,25.01,5.91,88.59,77.74,93.63,Drone Swarm
73.51,8.72,0.03,26.65,41.89,0.0,Bird
200.23,44.38,5.05,76.48,91.02,78.27,Drone Swarm
27.69,6.35,0.02,16.16,40.77,0.0,Bird
935.94,42.07,0.15,48.64,57.35,42.14,Single Drone
61.71,17.2,0.03,25.05,38.71,0.0,Bird
101.42,15.99,0.04,15.31,41.91,0.0,Bird
49.2,6.35,0.01,26.51,41.23,0.0,Bird
74.8,24.26,0.02,12.21,39.01,0.0,Bird
110.96,23.72,0.03,29.94,41.7,0.0,Bird
478.09,18.99,2.49,89.58,92.38,102.57,Drone Swarm
340.71,24.68,5.72,100.85,89.43,89.22,Drone Swarm
936.22,26.14,0.48,58.95,63.45,30.33,Single Drone
344.08,27.94,2.05,93.27,75.77,110.87,Drone Swarm
653.17,29.13,4.53,99.02,72.2,81.37,Drone Swarm
300.23,37.27,3.43,80.22,77.0,115.42,Drone Swarm
61.4,19.55,0.17,57.12,47.64,55.76,Single Drone
591.87,10.57,4.01,92.36,86.05,97.72,Drone Swarm
919.7,10.44,5.62,97.5,82.04,73.78,Drone Swarm
914.43,39.62,0.31,52.35,59.08,32.73,Single Drone
67.81,8.61,0.02,24.65,41.43,0.0,Bird
184.74,16.43,2.01,84.07,89.72,109.55,Drone Swarm
31.58,21.12,0.01,11.65,37.07,0.0,Bird
132.72,12.94,0.02,22.3,37.95,0.0,Bird
190.97,14.93,3.64,107.0,76.33,106.97,Drone Swarm
723.15,26.38,2.34,75.65,80.89,115.85,Drone Swarm
344.72,13.39,0.32,44.6,52.56,51.85,Single Drone
150.23,20.71,0.04,10.79,40.75,0.0,Bird
183.27,44.5,2.9,79.63,98.12,101.85,Drone Swarm
117.38,6.44,0.03,12.07,40.92,0.0,Bird
56.36,17.77,0.03,27.82,40.65,0.0,Bird
335.22,24.15,5.78,80.11,97.95,113.8,Drone Swarm
205.54,31.07,0.21,54.3,63.61,23.88,Single Drone
432.6,17.4,5.96,89.18,94.45,102.38,Drone Swarm
344.27,38.83,5.7,105.71,87.21,107.0,Drone Swarm
624.03,31.05,4.61,92.12,89.52,96.6,Drone Swarm
422.43,20.11,1.52,90.92,73.0,111.85,Drone Swarm
614.0,42.13,0.34,40.36,61.93,27.72,Single Drone
622.35,40.35,0.25,43.02,45.6,44.77,Single Drone
193.01,20.65,0.03,13.39,41.4,0.0,Bird
89.57,24.97,0.05,14.63,39.25,0.0,Bird
475.17,12.19,4.2,94.06,84.01,82.21,Drone Swarm
81.68,23.54,0.04,14.15,41.06,0.0,Bird
865.06,36.68,5.06,91.79,71.0,90.83,Drone Swarm
266.91,24.93,0.48,48.85,61.93,41.68,Single Drone
500.45,15.44,0.23,52.07,58.19,56.06,Single Drone
416.97,26.99,0.32,41.44,46.42,53.03,Single Drone
438.4,29.27,2.05,85.76,95.65,115.81,Drone Swarm
127.37,43.41,0.32,63.44,46.89,22.84,Single Drone
269.39,17.47,1.72,106.76,97.84,78.14,Drone Swarm
794.33,41.32,0.15,63.65,50.3,56.45,Single Drone
127.22,21.9,5.09,98.65,94.0,110.66,Drone Swarm
672.73,42.28,0.46,44.64,45.88,56.45,Single Drone
79.88,21.52,0.04,18.88,39.57,0.0,Bird
919.53,28.37,0.12,47.88,51.92,23.85,Single Drone
108.59,17.85,0.04,28.53,38.78,0.0,Bird
989.72,27.49,4.86,79.14,82.25,94.41,Drone Swarm
135.2,15.17,0.02,27.59,40.48,0.0,Bird
606.52,26.48,0.26,57.13,53.68,31.0,Single Drone
506.17,47.73,0.14,64.31,46.1,40.55,Single Drone
265.79,21.04,1.52,91.39,89.11,108.93,Drone Swarm
14.83,20.59,0.04,10.17,38.29,0.0,Bird
939.16,10.82,1.83,99.24,86.82,71.57,Drone Swarm
830.56,32.31,4.92,93.67,96.9,96.69,Drone Swarm
70.22,7.5,0.04,12.34,39.53,0.0,Bird
106.63,23.56,0.04,18.68,37.87,0.0,Bird
239.14,31.57,0.38,60.67,45.89,48.64,Single Drone
955.64,11.3,0.36,52.49,52.6,58.91,Single Drone
644.37,37.43,0.23,61.56,56.8,59.7,Single Drone
24.41,18.9,0.01,19.08,38.97,0.0,Bird
152.02,15.72,0.04,27.41,39.5,0.0,Bird
475.57,36.47,0.27,68.89,49.62,58.71,Single Drone
881.24,19.17,2.86,100.73,71.73,72.24,Drone Swarm
944.08,33.78,2.34,94.78,86.29,108.23,Drone Swarm
167.03,19.73,0.02,16.53,38.79,0.0,Bird
692.58,17.49,0.21,63.85,48.38,51.82,Single Drone
954.83,30.85,2.7,107.06,97.71,119.81,Drone Swarm
919.09,44.58,0.35,45.29,51.26,29.89,Single Drone
619.41,38.38,2.74,92.22,74.2,87.7,Drone Swarm
982.94,25.74,3.42,102.94,71.36,101.67,Drone Swarm
90.6,22.38,0.03,23.55,41.16,0.0,Bird
237.79,30.63,2.46,97.74,84.36,101.55,Drone Swarm
196.79,26.35,0.4,67.09,49.16,29.31,Single Drone
208.5,15.6,3.83,75.68,84.87,108.22,Drone Swarm
53.9,18.78,0.02,20.05,38.02,0.0,Bird
282.45,11.96,5.66,100.76,94.67,117.88,Drone Swarm
102.06,24.15,0.05,27.48,40.45,0.0,Bird
631.48,40.49,5.5,97.08,94.26,78.63,Drone Swarm
277.51,16.25,4.96,91.52,76.79,102.44,Drone Swarm
828.69,42.2,0.47,61.97,49.22,20.35,Single Drone
36.62,11.21,0.05,18.39,39.07,0.0,Bird
225.04,35.57,0.37,48.68,50.72,34.56,Single Drone
78.84,15.05,0.21,59.22,45.02,38.24,Single Drone
513.66,20.25,3.05,100.34,76.07,101.59,Drone Swarm
834.26,28.83,0.46,42.0,47.72,27.78,Single Drone
701.56,11.91,3.35,102.5,70.19,78.89,Drone Swarm
308.13,18.78,0.49,54.42,47.62,22.67,Single Drone
13.81,15.8,0.02,14.76,41.73,0.0,Bird
507.36,17.2,2.89,104.28,89.67,80.28,Drone Swarm
254.32,29.33,1.73,88.88,92.41,102.07,Drone Swarm
481.35,22.34,3.29,90.82,91.92,99.57,Drone Swarm
820.39,48.24,0.12,65.6,49.68,54.12,Single Drone
190.58,12.77,0.03,10.63,40.9,0.0,Bird
65.84,13.42,0.29,66.29,59.2,31.66,Single Drone
693.27,16.44,0.14,51.58,59.93,34.57,Single Drone
125.82,20.95,0.03,27.91,37.52,0.0,Bird
205.19,13.02,0.44,56.24,53.37,43.87,Single Drone
588.52,27.18,0.41,51.28,51.5,21.51,Single Drone
211.94,43.21,0.46,43.39,56.63,44.25,Single Drone
215.56,40.69,5.03,106.04,86.99,112.34,Drone Swarm
802.61,29.53,4.56,102.07,81.13,82.36,Drone Swarm
118.45,13.94,0.04,28.21,40.6,0.0,Bird
527.73,28.7,0.39,53.12,55.28,26.93,Single Drone
618.33,44.63,5.76,101.5,93.34,92.02,Drone Swarm
165.27,18.76,0.04,17.14,37.64,0.0,Bird
904.29,29.49,0.19,67.63,53.14,40.77,Single Drone
105.65,9.67,0.04,28.54,41.78,0.0,Bird
195.78,18.17,3.14,77.14,72.2,72.29,Drone Swarm
124.7,22.82,0.43,51.81,61.46,54.54,Single Drone
180.45,24.38,0.04,27.53,38.42,0.0,Bird
158.91,13.94,2.83,88.01,75.06,70.32,Drone Swarm
78.44,18.79,0.03,20.84,41.54,0.0,Bird
154.87,19.75,0.03,21.92,41.29,0.0,Bird
29.59,8.34,0.02,11.35,37.62,0.0,Bird
70.42,22.24,0.05,11.25,40.49,0.0,Bird
40.71,5.44,0.03,13.88,37.63,0.0,Bird
89.6,18.13,0.05,16.07,37.44,0.0,Bird
90.22,18.97,2.96,102.31,79.78,82.93,Drone Swarm
851.62,31.18,0.15,52.42,59.3,33.78,Single Drone
560.41,23.78,0.42,53.63,60.66,44.42,Single Drone
